type;exec;direction;nb_clusters;size;time
channel;12;slave-master;1;1048576;3251
UsandoChannel!
channel;13;master-slave;1;1;16
channel;13;master-slave;1;2;15
channel;13;master-slave;1;4;14
channel;13;master-slave;1;8;13
channel;13;master-slave;1;16;14
channel;13;master-slave;1;32;14
channel;13;master-slave;1;64;14
channel;13;master-slave;1;128;15
channel;13;master-slave;1;256;16
channel;13;master-slave;1;512;18
channel;13;master-slave;1;1024;22
channel;13;master-slave;1;2048;32
channel;13;master-slave;1;4096;50
channel;13;master-slave;1;8192;92
channel;13;master-slave;1;16384;161
channel;13;master-slave;1;32768;309
channel;13;master-slave;1;65536;604
channel;13;master-slave;1;131072;1206
channel;13;master-slave;1;262144;2389
channel;13;master-slave;1;524288;4775
channel;13;master-slave;1;1048576;9532
channel;13;slave-master;1;1;51
channel;13;slave-master;1;2;39
channel;13;slave-master;1;4;39
channel;13;slave-master;1;8;38
channel;13;slave-master;1;16;37
channel;13;slave-master;1;32;37
channel;13;slave-master;1;64;37
channel;13;slave-master;1;128;50
channel;13;slave-master;1;256;58
channel;13;slave-master;1;512;50
channel;13;slave-master;1;1024;50
channel;13;slave-master;1;2048;49
channel;13;slave-master;1;4096;67
channel;13;slave-master;1;8192;73
channel;13;slave-master;1;16384;93
channel;13;slave-master;1;32768;152
channel;13;slave-master;1;65536;252
channel;13;slave-master;1;131072;451
channel;13;slave-master;1;262144;850
channel;13;slave-master;1;524288;1649
channel;13;slave-master;1;1048576;3251
UsandoChannel!
channel;14;master-slave;1;1;16
channel;14;master-slave;1;2;15
channel;14;master-slave;1;4;15
channel;14;master-slave;1;8;14
channel;14;master-slave;1;16;14
channel;14;master-slave;1;32;14
channel;14;master-slave;1;64;13
channel;14;master-slave;1;128;15
channel;14;master-slave;1;256;16
channel;14;master-slave;1;512;18
channel;14;master-slave;1;1024;22
channel;14;master-slave;1;2048;32
channel;14;master-slave;1;4096;55
channel;14;master-slave;1;8192;88
channel;14;master-slave;1;16384;161
channel;14;master-slave;1;32768;309
channel;14;master-slave;1;65536;604
channel;14;master-slave;1;131072;1201
channel;14;master-slave;1;262144;2394
channel;14;master-slave;1;524288;4770
channel;14;master-slave;1;1048576;9533
channel;14;slave-master;1;1;53
channel;14;slave-master;1;2;38
channel;14;slave-master;1;4;38
channel;14;slave-master;1;8;38
channel;14;slave-master;1;16;38
channel;14;slave-master;1;32;37
channel;14;slave-master;1;64;38
channel;14;slave-master;1;128;38
channel;14;slave-master;1;256;50
channel;14;slave-master;1;512;50
channel;14;slave-master;1;1024;49
channel;14;slave-master;1;2048;50
channel;14;slave-master;1;4096;67
channel;14;slave-master;1;8192;74
channel;14;slave-master;1;16384;94
channel;14;slave-master;1;32768;152
channel;14;slave-master;1;65536;252
channel;14;slave-master;1;131072;451
channel;14;slave-master;1;262144;850
channel;14;slave-master;1;524288;1650
channel;14;slave-master;1;1048576;3251
UsandoChannel!
channel;15;master-slave;1;1;15
channel;15;master-slave;1;2;14
channel;15;master-slave;1;4;14
channel;15;master-slave;1;8;13
channel;15;master-slave;1;16;13
channel;15;master-slave;1;32;14
channel;15;master-slave;1;64;13
channel;15;master-slave;1;128;14
channel;15;master-slave;1;256;15
channel;15;master-slave;1;512;18
channel;15;master-slave;1;1024;22
