Slavebarrierwait
Slavebarrierwait
Slavebarrierwait
Slavebarrierwait
Slavebarrierwait
Slavebarrierwait
type;exec;direction;nb_clusters;size;time
Hello1
Masterbarrierwait
Masterbarrierend
Masterbarrierend
Slavebarrierwait
Slavebarrierend
Slavebarrierend
Slavebarrierend
Slavebarrierend
Slavebarrierend
Slavebarrierend
Slavebarrierend
AllSlavesArrived:0
AllSlavesArrived:6
AllSlavesArrived:4
AllSlavesArrived:2
AllSlavesArrived:1
AllSlavesArrived:5
AllSlavesArrived:3
Hello2
UsandoChannel!
channel;5;master-slave;8;1;167
channel;5;master-slave;8;2;168
channel;5;master-slave;8;4;166
channel;5;master-slave;8;8;160
channel;5;master-slave;8;16;161
channel;5;master-slave;8;32;176
channel;5;master-slave;8;64;162
channel;5;master-slave;8;128;168
channel;5;master-slave;8;256;178
channel;5;master-slave;8;512;195
channel;5;master-slave;8;1024;233
channel;5;master-slave;8;2048;306
channel;5;master-slave;8;4096;461
channel;5;master-slave;8;8192;760
channel;5;master-slave;8;16384;1352
channel;5;master-slave;8;32768;2540
channel;5;master-slave;8;65536;4920
channel;5;master-slave;8;131072;9679
channel;5;master-slave;8;262144;19191
channel;5;master-slave;8;524288;38228
channel;5;master-slave;8;1048576;76239
channel;5;slave-master;8;1;406
channel;5;slave-master;8;2;364
channel;5;slave-master;8;4;379
channel;5;slave-master;8;8;366
channel;5;slave-master;8;16;351
channel;5;slave-master;8;32;367
channel;5;slave-master;8;64;384
channel;5;slave-master;8;128;395
channel;5;slave-master;8;256;397
channel;5;slave-master;8;512;395
channel;5;slave-master;8;1024;397
channel;5;slave-master;8;2048;397
channel;5;slave-master;8;4096;546
channel;5;slave-master;8;8192;594
channel;5;slave-master;8;16384;755
channel;5;slave-master;8;32768;1222
channel;5;slave-master;8;65536;2016
channel;5;slave-master;8;131072;3618
channel;5;slave-master;8;262144;6807
channel;5;slave-master;8;524288;13199
channel;5;slave-master;8;1048576;26030
UsandoChannel!
channel;6;master-slave;8;1;169
channel;6;master-slave;8;2;166
channel;6;master-slave;8;4;167
channel;6;master-slave;8;8;166
channel;6;master-slave;8;16;162
channel;6;master-slave;8;32;166
channel;6;master-slave;8;64;164
channel;6;master-slave;8;128;168
channel;6;master-slave;8;256;177
channel;6;master-slave;8;512;196
channel;6;master-slave;8;1024;234
channel;6;master-slave;8;2048;304
channel;6;master-slave;8;4096;454
channel;6;master-slave;8;8192;759
channel;6;master-slave;8;16384;1352
channel;6;master-slave;8;32768;2539
channel;6;master-slave;8;65536;4921
channel;6;master-slave;8;131072;9679
channel;6;master-slave;8;262144;19193
channel;6;master-slave;8;524288;38228
channel;6;master-slave;8;1048576;76239
channel;6;slave-master;8;1;399
channel;6;slave-master;8;2;364
channel;6;slave-master;8;4;338
channel;6;slave-master;8;8;333
channel;6;slave-master;8;16;340
channel;6;slave-master;8;32;344
channel;6;slave-master;8;64;395
channel;6;slave-master;8;128;385
channel;6;slave-master;8;256;396
channel;6;slave-master;8;512;395
channel;6;slave-master;8;1024;396
channel;6;slave-master;8;2048;398
channel;6;slave-master;8;4096;541
channel;6;slave-master;8;8192;595
channel;6;slave-master;8;16384;757
channel;6;slave-master;8;32768;1219
channel;6;slave-master;8;65536;2019
channel;6;slave-master;8;131072;3619
channel;6;slave-master;8;262144;6813
channel;6;slave-master;8;524288;13204
channel;6;slave-master;8;1048576;26025
UsandoChannel!
channel;7;master-slave;8;1;168
channel;7;master-slave;8;2;168
channel;7;master-slave;8;4;168
channel;7;master-slave;8;8;161
channel;7;master-slave;8;16;167
channel;7;master-slave;8;32;166
channel;7;master-slave;8;64;163
channel;7;master-slave;8;128;168
channel;7;master-slave;8;256;178
channel;7;master-slave;8;512;201
channel;7;master-slave;8;1024;242
channel;7;master-slave;8;2048;306
channel;7;master-slave;8;4096;456
channel;7;master-slave;8;8192;756
channel;7;master-slave;8;16384;1352
channel;7;master-slave;8;32768;2540
channel;7;master-slave;8;65536;4920
channel;7;master-slave;8;131072;9677
channel;7;master-slave;8;262144;19192
channel;7;master-slave;8;524288;38219
channel;7;master-slave;8;1048576;76242
channel;7;slave-master;8;1;400
channel;7;slave-master;8;2;345
channel;7;slave-master;8;4;341
channel;7;slave-master;8;8;356
channel;7;slave-master;8;16;346
channel;7;slave-master;8;32;352
channel;7;slave-master;8;64;386
channel;7;slave-master;8;128;401
channel;7;slave-master;8;256;401
channel;7;slave-master;8;512;405
channel;7;slave-master;8;1024;400
channel;7;slave-master;8;2048;398
channel;7;slave-master;8;4096;540
channel;7;slave-master;8;8192;594
channel;7;slave-master;8;16384;757
channel;7;slave-master;8;32768;1225
channel;7;slave-master;8;65536;2015
channel;7;slave-master;8;131072;3617
channel;7;slave-master;8;262144;6808
channel;7;slave-master;8;524288;13198
channel;7;slave-master;8;1048576;26023
UsandoChannel!
channel;8;master-slave;8;1;167
channel;8;master-slave;8;2;166
channel;8;master-slave;8;4;167
channel;8;master-slave;8;8;160
channel;8;master-slave;8;16;163
channel;8;master-slave;8;32;166
channel;8;master-slave;8;64;163
channel;8;master-slave;8;128;172
channel;8;master-slave;8;256;181
channel;8;master-slave;8;512;196
channel;8;master-slave;8;1024;235
channel;8;master-slave;8;2048;312
channel;8;master-slave;8;4096;455
channel;8;master-slave;8;8192;756
channel;8;master-slave;8;16384;1348
channel;8;master-slave;8;32768;2543
channel;8;master-slave;8;65536;4916
channel;8;master-slave;8;131072;9678
channel;8;master-slave;8;262144;19191
channel;8;master-slave;8;524288;38221
channel;8;master-slave;8;1048576;76242
channel;8;slave-master;8;1;400
channel;8;slave-master;8;2;361
channel;8;slave-master;8;4;364
channel;8;slave-master;8;8;340
channel;8;slave-master;8;16;333
channel;8;slave-master;8;32;329
channel;8;slave-master;8;64;385
channel;8;slave-master;8;128;400
channel;8;slave-master;8;256;405
channel;8;slave-master;8;512;401
channel;8;slave-master;8;1024;371
channel;8;slave-master;8;2048;314
channel;8;slave-master;8;4096;530
channel;8;slave-master;8;8192;591
channel;8;slave-master;8;16384;756
channel;8;slave-master;8;32768;1217
channel;8;slave-master;8;65536;2016
channel;8;slave-master;8;131072;3618
channel;8;slave-master;8;262144;6808
channel;8;slave-master;8;524288;13208
channel;8;slave-master;8;1048576;26033
UsandoChannel!
channel;9;master-slave;8;1;171
channel;9;master-slave;8;2;171
channel;9;master-slave;8;4;166
channel;9;master-slave;8;8;159
channel;9;master-slave;8;16;162
channel;9;master-slave;8;32;166
channel;9;master-slave;8;64;163
channel;9;master-slave;8;128;168
channel;9;master-slave;8;256;176
channel;9;master-slave;8;512;196
channel;9;master-slave;8;1024;233
channel;9;master-slave;8;2048;316
channel;9;master-slave;8;4096;460
channel;9;master-slave;8;8192;750
channel;9;master-slave;8;16384;1347
channel;9;master-slave;8;32768;2535
channel;9;master-slave;8;65536;4916
channel;9;master-slave;8;131072;9673
channel;9;master-slave;8;262144;19191
channel;9;master-slave;8;524288;38224
channel;9;master-slave;8;1048576;76237
channel;9;slave-master;8;1;401
channel;9;slave-master;8;2;374
channel;9;slave-master;8;4;329
channel;9;slave-master;8;8;329
channel;9;slave-master;8;16;352
channel;9;slave-master;8;32;351
channel;9;slave-master;8;64;391
channel;9;slave-master;8;128;391
channel;9;slave-master;8;256;402
channel;9;slave-master;8;512;397
channel;9;slave-master;8;1024;395
channel;9;slave-master;8;2048;402
channel;9;slave-master;8;4096;530
channel;9;slave-master;8;8192;589
channel;9;slave-master;8;16384;753
channel;9;slave-master;8;32768;1216
channel;9;slave-master;8;65536;2015
channel;9;slave-master;8;131072;3618
channel;9;slave-master;8;262144;6809
channel;9;slave-master;8;524288;13197
channel;9;slave-master;8;1048576;26025
UsandoChannel!
channel;10;master-slave;8;1;168
channel;10;master-slave;8;2;167
channel;10;master-slave;8;4;166
channel;10;master-slave;8;8;159
channel;10;master-slave;8;16;164
channel;10;master-slave;8;32;167
channel;10;master-slave;8;64;163
channel;10;master-slave;8;128;167
channel;10;master-slave;8;256;177
channel;10;master-slave;8;512;195
channel;10;master-slave;8;1024;242
channel;10;master-slave;8;2048;307
channel;10;master-slave;8;4096;460
channel;10;master-slave;8;8192;756
channel;10;master-slave;8;16384;1352
channel;10;master-slave;8;32768;2543
channel;10;master-slave;8;65536;4917
channel;10;master-slave;8;131072;9674
channel;10;master-slave;8;262144;19195
channel;10;master-slave;8;524288;38225
channel;10;master-slave;8;1048576;76242
channel;10;slave-master;8;1;404
channel;10;slave-master;8;2;351
channel;10;slave-master;8;4;378
channel;10;slave-master;8;8;350
channel;10;slave-master;8;16;345
channel;10;slave-master;8;32;366
channel;10;slave-master;8;64;393
channel;10;slave-master;8;128;389
channel;10;slave-master;8;256;400
channel;10;slave-master;8;512;396
channel;10;slave-master;8;1024;396
channel;10;slave-master;8;2048;401
channel;10;slave-master;8;4096;541
channel;10;slave-master;8;8192;595
channel;10;slave-master;8;16384;752
channel;10;slave-master;8;32768;1222
channel;10;slave-master;8;65536;2017
channel;10;slave-master;8;131072;3614
channel;10;slave-master;8;262144;6816
channel;10;slave-master;8;524288;13204
channel;10;slave-master;8;1048576;26025
UsandoChannel!
channel;11;master-slave;8;1;167
channel;11;master-slave;8;2;176
channel;11;master-slave;8;4;167
channel;11;master-slave;8;8;160
channel;11;master-slave;8;16;168
channel;11;master-slave;8;32;167
channel;11;master-slave;8;64;163
channel;11;master-slave;8;128;168
channel;11;master-slave;8;256;182
channel;11;master-slave;8;512;196
channel;11;master-slave;8;1024;233
channel;11;master-slave;8;2048;310
channel;11;master-slave;8;4096;453
channel;11;master-slave;8;8192;755
channel;11;master-slave;8;16384;1351
channel;11;master-slave;8;32768;2535
channel;11;master-slave;8;65536;4915
channel;11;master-slave;8;131072;9678
channel;11;master-slave;8;262144;19193
channel;11;master-slave;8;524288;38225
channel;11;master-slave;8;1048576;76247
channel;11;slave-master;8;1;399
channel;11;slave-master;8;2;335
channel;11;slave-master;8;4;355
channel;11;slave-master;8;8;341
channel;11;slave-master;8;16;330
channel;11;slave-master;8;32;339
channel;11;slave-master;8;64;384
channel;11;slave-master;8;128;385
channel;11;slave-master;8;256;396
channel;11;slave-master;8;512;396
channel;11;slave-master;8;1024;401
channel;11;slave-master;8;2048;400
channel;11;slave-master;8;4096;546
channel;11;slave-master;8;8192;592
channel;11;slave-master;8;16384;753
channel;11;slave-master;8;32768;1216
channel;11;slave-master;8;65536;2016
channel;11;slave-master;8;131072;3620
channel;11;slave-master;8;262144;6808
channel;11;slave-master;8;524288;13206
channel;11;slave-master;8;1048576;26033
UsandoChannel!
channel;12;master-slave;8;1;172
channel;12;master-slave;8;2;167
channel;12;master-slave;8;4;166
channel;12;master-slave;8;8;159
channel;12;master-slave;8;16;163
channel;12;master-slave;8;32;168
channel;12;master-slave;8;64;163
channel;12;master-slave;8;128;167
channel;12;master-slave;8;256;177
channel;12;master-slave;8;512;195
channel;12;master-slave;8;1024;234
channel;12;master-slave;8;2048;305
channel;12;master-slave;8;4096;453
channel;12;master-slave;8;8192;755
channel;12;master-slave;8;16384;1346
channel;12;master-slave;8;32768;2540
channel;12;master-slave;8;65536;4921
channel;12;master-slave;8;131072;9678
channel;12;master-slave;8;262144;19190
channel;12;master-slave;8;524288;38230
channel;12;master-slave;8;1048576;76239
channel;12;slave-master;8;1;398
channel;12;slave-master;8;2;374
channel;12;slave-master;8;4;339
channel;12;slave-master;8;8;347
channel;12;slave-master;8;16;352
channel;12;slave-master;8;32;362
channel;12;slave-master;8;64;374
channel;12;slave-master;8;128;396
channel;12;slave-master;8;256;401
channel;12;slave-master;8;512;400
channel;12;slave-master;8;1024;397
channel;12;slave-master;8;2048;399
channel;12;slave-master;8;4096;545
channel;12;slave-master;8;8192;595
channel;12;slave-master;8;16384;762
channel;12;slave-master;8;32768;1221
channel;12;slave-master;8;65536;2029
channel;12;slave-master;8;131072;3622
channel;12;slave-master;8;262144;6811
channel;12;slave-master;8;524288;13203
channel;12;slave-master;8;1048576;26025
UsandoChannel!
channel;13;master-slave;8;1;168
channel;13;master-slave;8;2;167
channel;13;master-slave;8;4;167
channel;13;master-slave;8;8;166
channel;13;master-slave;8;16;164
channel;13;master-slave;8;32;167
channel;13;master-slave;8;64;163
channel;13;master-slave;8;128;168
channel;13;master-slave;8;256;179
channel;13;master-slave;8;512;200
channel;13;master-slave;8;1024;233
channel;13;master-slave;8;2048;306
channel;13;master-slave;8;4096;460
channel;13;master-slave;8;8192;756
channel;13;master-slave;8;16384;1352
channel;13;master-slave;8;32768;2539
channel;13;master-slave;8;65536;4916
channel;13;master-slave;8;131072;9672
channel;13;master-slave;8;262144;19191
channel;13;master-slave;8;524288;38225
channel;13;master-slave;8;1048576;76240
channel;13;slave-master;8;1;399
channel;13;slave-master;8;2;364
channel;13;slave-master;8;4;367
channel;13;slave-master;8;8;350
channel;13;slave-master;8;16;339
channel;13;slave-master;8;32;350
channel;13;slave-master;8;64;387
channel;13;slave-master;8;128;389
channel;13;slave-master;8;256;395
channel;13;slave-master;8;512;397
channel;13;slave-master;8;1024;397
channel;13;slave-master;8;2048;403
channel;13;slave-master;8;4096;542
channel;13;slave-master;8;8192;594
channel;13;slave-master;8;16384;753
channel;13;slave-master;8;32768;1221
channel;13;slave-master;8;65536;2016
channel;13;slave-master;8;131072;3619
channel;13;slave-master;8;262144;6809
channel;13;slave-master;8;524288;13198
channel;13;slave-master;8;1048576;26024
UsandoChannel!
channel;14;master-slave;8;1;167
channel;14;master-slave;8;2;166
channel;14;master-slave;8;4;166
channel;14;master-slave;8;8;160
channel;14;master-slave;8;16;167
channel;14;master-slave;8;32;176
channel;14;master-slave;8;64;168
channel;14;master-slave;8;128;172
channel;14;master-slave;8;256;178
channel;14;master-slave;8;512;196
channel;14;master-slave;8;1024;232
channel;14;master-slave;8;2048;312
channel;14;master-slave;8;4096;455
channel;14;master-slave;8;8192;755
channel;14;master-slave;8;16384;1347
channel;14;master-slave;8;32768;2539
channel;14;master-slave;8;65536;4918
channel;14;master-slave;8;131072;9679
channel;14;master-slave;8;262144;19193
channel;14;master-slave;8;524288;38227
channel;14;master-slave;8;1048576;76243
channel;14;slave-master;8;1;400
channel;14;slave-master;8;2;380
channel;14;slave-master;8;4;352
channel;14;slave-master;8;8;333
channel;14;slave-master;8;16;352
channel;14;slave-master;8;32;361
channel;14;slave-master;8;64;374
channel;14;slave-master;8;128;395
channel;14;slave-master;8;256;396
channel;14;slave-master;8;512;405
channel;14;slave-master;8;1024;401
channel;14;slave-master;8;2048;398
channel;14;slave-master;8;4096;545
channel;14;slave-master;8;8192;588
channel;14;slave-master;8;16384;758
channel;14;slave-master;8;32768;1218
channel;14;slave-master;8;65536;2016
channel;14;slave-master;8;131072;3618
channel;14;slave-master;8;262144;6809
channel;14;slave-master;8;524288;13198
channel;14;slave-master;8;1048576;26025
UsandoChannel!
channel;15;master-slave;8;1;168
channel;15;master-slave;8;2;167
channel;15;master-slave;8;4;171
channel;15;master-slave;8;8;161
channel;15;master-slave;8;16;163
channel;15;master-slave;8;32;167
channel;15;master-slave;8;64;164
channel;15;master-slave;8;128;167
channel;15;master-slave;8;256;178
channel;15;master-slave;8;512;195
channel;15;master-slave;8;1024;233
channel;15;master-slave;8;2048;308
channel;15;master-slave;8;4096;460
channel;15;master-slave;8;8192;751
channel;15;master-slave;8;16384;1348
channel;15;master-slave;8;32768;2540
channel;15;master-slave;8;65536;4919
channel;15;master-slave;8;131072;9677
channel;15;master-slave;8;262144;19192
channel;15;master-slave;8;524288;38220
channel;15;master-slave;8;1048576;76242
channel;15;slave-master;8;1;403
channel;15;slave-master;8;2;373
channel;15;slave-master;8;4;378
channel;15;slave-master;8;8;351
channel;15;slave-master;8;16;349
channel;15;slave-master;8;32;368
channel;15;slave-master;8;64;401
channel;15;slave-master;8;128;396
channel;15;slave-master;8;256;398
channel;15;slave-master;8;512;406
channel;15;slave-master;8;1024;396
channel;15;slave-master;8;2048;403
channel;15;slave-master;8;4096;542
channel;15;slave-master;8;8192;594
channel;15;slave-master;8;16384;752
channel;15;slave-master;8;32768;1221
channel;15;slave-master;8;65536;2015
channel;15;slave-master;8;131072;3614
channel;15;slave-master;8;262144;6813
channel;15;slave-master;8;524288;13198
channel;15;slave-master;8;1048576;26033
UsandoChannel!
channel;16;master-slave;8;1;167
channel;16;master-slave;8;2;166
channel;16;master-slave;8;4;167
channel;16;master-slave;8;8;165
channel;16;master-slave;8;16;163
channel;16;master-slave;8;32;166
channel;16;master-slave;8;64;163
channel;16;master-slave;8;128;167
channel;16;master-slave;8;256;177
channel;16;master-slave;8;512;200
channel;16;master-slave;8;1024;233
channel;16;master-slave;8;2048;307
channel;16;master-slave;8;4096;460
channel;16;master-slave;8;8192;756
channel;16;master-slave;8;16384;1353
channel;16;master-slave;8;32768;2535
channel;16;master-slave;8;65536;4921
channel;16;master-slave;8;131072;9673
channel;16;master-slave;8;262144;19191
channel;16;master-slave;8;524288;38224
